date,symbol,locate,reference_product,observations,bid_match_rate,ask_match_rate,spread_match_rate,unexplained_mismatches,note
2019-07-30,AAPL,14,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,AMZN,386,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,BYND,1142,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,FB,2741,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,NFLX,5498,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,AMD,337,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,GOOG,3459,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,TSLA,7928,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,MSFT,5289,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,GOOGL,3460,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,PYPL,6474,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,FISV,2884,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,MU,5334,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ADBE,91,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,NVDA,5702,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ILMN,4106,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,INTC,4184,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,QCOM,6494,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,SSNC,7450,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CHTR,1428,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,TXN,7991,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,EA,2263,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,SBUX,6964,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,PEP,6089,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,NXPI,5736,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,WDAY,8496,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,EXAS,2686,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ALGN,280,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,GILD,3339,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,EXPE,2698,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,TMUS,7810,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ROKU,6779,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,BIIB,869,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CSCO,1740,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,AMGN,342,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ZBRA,8794,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,BKNG,908,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ALXN,320,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,NBIX,5417,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CELG,1311,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,MELI,5039,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ADP,103,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CMCSA,1534,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,AVGO,627,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,MDLZ,5020,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,XLNX,8688,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,VRTX,8399,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,TTD,7941,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CSX,1767,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CME,1539,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ISRG,4267,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,DISH,2046,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
